date,amount,category,subcategory,description,merchant,transaction_type,user_id
2024-10-11,4.5,Shopping,Personal Care,Retail shopping,Amazon,expense,1
2024-10-12,5.79,Shopping,Clothing,Online purchase,Target,expense,1
2024-10-14,635.19,Housing,Rent,Property maintenance,Wells Fargo,expense,1
2024-10-15,1583.92,Salary,Salary,Monthly salary payment,Healthcare LLC,income,1
2024-10-15,251.55,Travel,Car Rental,Vacation expense,Marriott,expense,1
2024-10-15,27.78,Bank Fee,Bank Fee,Across result hear ball race.,Ramos PLC,expense,1
2024-10-18,12.94,Food & Dining,Coffee,Coffee,Whole Foods,expense,1
2024-10-19,73.57,Utilities,Gas,Electric bill,PG&E,expense,1
2024-10-19,11.04,Entertainment,Sports,Concert,Spotify,expense,1
2024-10-21,10.06,Entertainment,Gaming,Subscription,Spotify,expense,1
2024-10-22,58.13,Utilities,Water,Phone bill,PG&E,expense,1
2024-10-22,84.75,Healthcare,Doctor Visit,Insurance,CVS Pharmacy,expense,1
2024-10-22,25.15,ATM Fee,ATM Fee,Campaign magazine employee right.,Zamora Group,expense,1
2024-10-23,17.94,Food & Dining,Coffee,Coffee,McDonalds,expense,1
2024-10-23,9.73,Shopping,Personal Care,Online purchase,Target,expense,1
2024-10-24,16.8,Transportation,Gas,Car payment,Honda Finance,expense,1
2024-10-24,10.33,Transportation,Car Payment,Car payment,Honda Finance,expense,1
2024-10-24,12.71,Shopping,Personal Care,Online purchase,Macys,expense,1
2024-10-25,12.24,Entertainment,Streaming,Concert,Steam,expense,1
2024-10-25,12.04,Entertainment,Music,Concert,Spotify,expense,1
2024-10-26,24.76,ATM Fee,ATM Fee,Research site number.,"Smith, Garcia and Cantrell",expense,1
2024-10-27,4.95,Entertainment,Music,Movie tickets,Spotify,expense,1
2024-10-28,17.23,ATM Fee,ATM Fee,Old color include.,"Garcia, Walker and Suarez",expense,1
2024-10-29,30.5,Bank Fee,Bank Fee,Note approach reality all civil.,Turner Ltd,expense,1
2024-10-31,22.17,Transportation,Gas,Car payment,Metro,expense,1
2024-11-01,1662.35,Salary,Salary,Monthly salary payment,Finance Inc,income,1
2024-11-01,13.018351283939253,Food & Dining,Delivery,Coffee,McDonalds,expense,1
2024-11-04,22.96,Bank Fee,Bank Fee,Mouth back.,Nelson Ltd,expense,1
2024-11-05,23.585787568276736,Shopping,Home Goods,Online purchase,Target,expense,1
2024-11-06,31.07,Transportation,Public Transit,Car payment,Chevron,expense,1
2024-11-06,18.66,Transportation,Gas,Parking fee,Metro,expense,1
2024-11-06,12.406754261705368,Shopping,Electronics,Online purchase,Macys,expense,1
2024-11-07,30.72200996602262,Food & Dining,Groceries,Lunch,Whole Foods,expense,1
2024-11-08,4.485453721573343,Food & Dining,Delivery,Lunch,McDonalds,expense,1
2024-11-08,5.84,Transportation,Gas,Car payment,Shell,expense,1
2024-11-08,30.5,Other,Other,Me create medical hand.,Cisneros Group,expense,1
2024-11-12,25.50536514056548,Shopping,Books,Personal items,Target,expense,1
2024-11-15,1667.25,Salary,Salary,Monthly salary payment,Healthcare LLC,income,1
2024-11-18,20.35,Transportation,Gas,Parking fee,Uber,expense,1
2024-11-18,9.659210257180128,Shopping,Books,Personal items,Walgreens,expense,1
2024-11-19,9.5,Entertainment,Gaming,Concert,PlayStation Store,expense,1
2024-11-20,643.81,Housing,HOA Fees,Mortgage payment,Property Manager,expense,1
2024-11-20,30.51,Bank Fee,Bank Fee,Week source say special.,Hebert-Weaver,expense,1
2024-11-23,90.05,Utilities,Internet,Internet bill,AT&T,expense,1
2024-11-24,10.25,Entertainment,Streaming,Concert,Steam,expense,1
2024-11-24,44.14,ATM Fee,ATM Fee,Include crime air miss behind.,"Jordan, Jones and Garrett",expense,1
2024-11-25,63.02,Healthcare,Insurance Premium,Prescription,Dental Associates,expense,1
2024-11-26,11.18,Other,Other,Him six must.,Jones-Shelton,expense,1
2024-11-28,186.1757873025582,Travel,Car Rental,Flight booking,Hertz,expense,1
2024-11-30,23.23,Transportation,Car Payment,Car payment,Chevron,expense,1
2024-11-30,7.83,Entertainment,Movies,Movie tickets,Spotify,expense,1
2024-12-01,1561.2,Salary,Salary,Monthly salary payment,Healthcare LLC,income,1
2024-12-01,28.41,Other,Other,Head town drug trial.,Martin-Deleon,expense,1
2024-12-02,634.64,Housing,Mortgage,Rent payment,Wells Fargo,expense,1
2024-12-02,24.127314237790504,Food & Dining,Restaurants,Dinner,Safeway,expense,1
2024-12-03,15.8041088319251,Shopping,Books,Retail shopping,Macys,expense,1
2024-12-03,22.51,Bank Fee,Bank Fee,I already serve.,Tran and Sons,expense,1
2024-12-05,14.104302596853106,Shopping,Electronics,Retail shopping,Best Buy,expense,1
2024-12-05,14.830378905625956,Shopping,Electronics,Retail shopping,Macys,expense,1
2024-12-06,22.16,Transportation,Car Payment,Gas fill-up,Metro,expense,1
2024-12-06,13.84,Transportation,Gas,Gas fill-up,Chevron,expense,1
2024-12-10,33.23,Other,Other,Sell best water.,"Abbott, Harrison and Huffman",expense,1
2024-12-11,8.432139452399674,Food & Dining,Restaurants,Coffee,Uber Eats,expense,1
2024-12-11,96.33,Utilities,Gas,Electric bill,Verizon,expense,1
2024-12-11,2.3,Entertainment,Gaming,Concert,AMC Theaters,expense,1
2024-12-12,35.59,ATM Fee,ATM Fee,Western difference claim necessary outside.,"Stephens, James and Carney",expense,1
2024-12-12,31.85,Bank Fee,Bank Fee,Old development movement late.,Kennedy-Herrera,expense,1
2024-12-14,681.25,Housing,Maintenance,Mortgage payment,Bank of America,expense,1
2024-12-14,9.663382226939325,Food & Dining,Restaurants,Coffee,McDonalds,expense,1
2024-12-15,1668.02,Salary,Salary,Monthly salary payment,Finance Inc,income,1
2024-12-15,749.95,Freelance,Freelance,Freelance project payment,Upwork,income,1
2024-12-15,57.8,Healthcare,Dental,Prescription,Dental Associates,expense,1
2024-12-17,6.21,Transportation,Public Transit,Gas fill-up,Honda Finance,expense,1
2024-12-17,22.33268956619364,Shopping,Clothing,Personal items,Walgreens,expense,1
2024-12-18,6.59,Entertainment,Music,Concert,Steam,expense,1
2024-12-20,38.17,ATM Fee,ATM Fee,Law support.,"Pearson, Stewart and Brown",expense,1
2024-12-20,28.14,ATM Fee,ATM Fee,Affect international move recognize positive.,"Bailey, Garza and James",expense,1
2024-12-21,684.92,Housing,HOA Fees,Property maintenance,Landlord,expense,1
2024-12-21,33.25,Other,Other,Young necessary hour suggest.,"Mccormick, Diaz and Kim",expense,1
2024-12-26,16.311386644344132,Shopping,Electronics,Online purchase,Amazon,expense,1
2024-12-26,13.23,Other,Other,Travel last visit set.,Sanders-Perez,expense,1
2024-12-26,38.61,ATM Fee,ATM Fee,Project long must identify admit.,Bates-Anderson,expense,1
2024-12-27,61.17,Utilities,Internet,Phone bill,Water Company,expense,1
2024-12-28,27.8,Other,Other,Do everything detail.,Walsh-Alexander,expense,1
2024-12-28,38.92,Bank Fee,Bank Fee,Billion until base.,"Yoder, Johnson and Oconnor",expense,1
2024-12-29,8.18,Entertainment,Sports,Concert,Spotify,expense,1
2024-12-29,6.36,Bank Fee,Bank Fee,I while road.,Hart-Medina,expense,1
2024-12-29,16.54,Other,Other,Citizen interesting less his.,"Pena, Stevens and Hancock",expense,1
2024-12-29,30.91,Other,Other,We candidate six owner television.,Washington-Smith,expense,1
2024-12-30,12.898742972940862,Food & Dining,Delivery,Dinner,Chipotle,expense,1
2024-01-01,4339.5,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-01-02,35.91,Shopping,Personal Care,Retail shopping,Target,expense,2
2024-01-03,665.91,Travel,Vacation,Hotel stay,Expedia,expense,2
2024-01-03,25.95,Subscription,Subscription,Stock general treat court.,"Sanchez, Collins and Stout",expense,2
2024-01-03,43.42,Bank Fee,Bank Fee,Book language grow security imagine.,"Sanders, Jones and Armstrong",expense,2
2024-01-03,31.07,Subscription,Subscription,Material world side.,Salazar and Sons,expense,2
2024-01-04,53.43,Food & Dining,Coffee,Lunch,Starbucks,expense,2
2024-01-05,12.09,Entertainment,Movies,Subscription,PlayStation Store,expense,2
2024-01-05,144.39,Healthcare,Pharmacy,Doctor visit,Kaiser Permanente,expense,2
2024-01-05,22.14,Subscription,Subscription,Various air.,Spence Group,expense,2
2024-01-05,36.2,ATM Fee,ATM Fee,Month author right.,Peters LLC,expense,2
2024-01-06,1735.04,Housing,Rent,Rent payment,Property Manager,expense,2
2024-01-06,37.63,Shopping,Clothing,Personal items,Best Buy,expense,2
2024-01-07,49.92,Food & Dining,Groceries,Dinner,Chipotle,expense,2
2024-01-07,14.93,Transportation,Gas,Parking fee,Honda Finance,expense,2
2024-01-08,75.81,Transportation,Car Payment,Car payment,Lyft,expense,2
2024-01-09,45.11,Other,Other,Feel west mouth wish.,"Raymond, Nichols and Anderson",expense,2
2024-01-09,19.94,Other,Other,Compare former bag difficult.,Berry-Smith,expense,2
2024-01-10,20.18,Shopping,Electronics,Online purchase,Macys,expense,2
2024-01-15,4545.88,Salary,Salary,Monthly salary payment,Tech Corp,income,2
2024-01-15,762.6,Freelance,Freelance,Freelance project payment,Upwork,income,2
2024-01-15,171.65,Utilities,Water,Internet bill,Water Company,expense,2
2024-01-16,21.31,Shopping,Books,Personal items,Amazon,expense,2
2024-01-16,39.38,ATM Fee,ATM Fee,Success I take remain with.,Lyons-Ray,expense,2
2024-01-17,48.28,Shopping,Home Goods,Online purchase,Macys,expense,2
2024-01-17,18.63,Shopping,Clothing,Online purchase,CVS,expense,2
2024-01-18,1704.86,Housing,Maintenance,Rent payment,Home Depot,expense,2
2024-01-18,41.0,Subscription,Subscription,Opportunity store management community.,"Howell, Merritt and Perkins",expense,2
2024-01-19,19.94,Food & Dining,Restaurants,Dinner,DoorDash,expense,2
2024-01-19,30.05,Transportation,Uber/Lyft,Gas fill-up,Lyft,expense,2
2024-01-21,20.77,Bank Fee,Bank Fee,Difficult sound land.,Leach-Fitzgerald,expense,2
2024-01-21,46.72,Other,Other,Rate too little paper.,"Baker, Jones and Schmidt",expense,2
2024-01-23,13.42,Entertainment,Streaming,Subscription,Steam,expense,2
2024-01-24,1699.25,Housing,HOA Fees,Property maintenance,Bank of America,expense,2
2024-01-24,30.27,Entertainment,Music,Subscription,Netflix,expense,2
2024-01-24,24.73,Bank Fee,Bank Fee,Thing sign.,"Bowman, Mclaughlin and Moody",expense,2
2024-01-25,21.37,Entertainment,Streaming,Subscription,AMC Theaters,expense,2
2024-01-25,190.7,Healthcare,Pharmacy,Insurance,CVS Pharmacy,expense,2
2024-01-28,28.72,Food & Dining,Fast Food,Lunch,DoorDash,expense,2
2024-01-29,199.0,Healthcare,Dental,Prescription,CVS Pharmacy,expense,2
2024-02-01,4277.82,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-02-01,1705.22,Housing,HOA Fees,Mortgage payment,Home Depot,expense,2
2024-02-01,29.23,Entertainment,Music,Movie tickets,Steam,expense,2
2024-02-02,273.11,Travel,Car Rental,Hotel stay,Hertz,expense,2
2024-02-03,150.0,Healthcare,Dental,Insurance,Dental Associates,expense,2
2024-02-04,24.45,Shopping,Books,Retail shopping,Walgreens,expense,2
2024-02-06,1685.9,Housing,Mortgage,Property maintenance,Bank of America,expense,2
2024-02-06,11.54,Entertainment,Streaming,Movie tickets,Netflix,expense,2
2024-02-06,46.51,Bank Fee,Bank Fee,Really individual foreign true address.,Thomas Group,expense,2
2024-02-07,6.53,Entertainment,Music,Movie tickets,PlayStation Store,expense,2
2024-02-09,86.45,Transportation,Gas,Car payment,Metro,expense,2
2024-02-10,46.9,Food & Dining,Delivery,Dinner,DoorDash,expense,2
2024-02-10,14.05,Food & Dining,Restaurants,Coffee,Chipotle,expense,2
2024-02-10,37.31,ATM Fee,ATM Fee,Scientist cost religious give board.,Williams Inc,expense,2
2024-02-10,24.97,Other,Other,Nation say even.,Morales Inc,expense,2
2024-02-11,28.48,Food & Dining,Restaurants,Dinner,Starbucks,expense,2
2024-02-12,18.38,Entertainment,Movies,Movie tickets,AMC Theaters,expense,2
2024-02-13,229.61,Healthcare,Pharmacy,Doctor visit,Dental Associates,expense,2
2024-02-14,65.42,Transportation,Parking,Gas fill-up,Chevron,expense,2
2024-02-15,4298.11,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-02-15,32.81,Food & Dining,Restaurants,Grocery shopping,Whole Foods,expense,2
2024-02-15,30.88,Shopping,Electronics,Online purchase,Best Buy,expense,2
2024-02-16,16.54,Shopping,Clothing,Online purchase,Best Buy,expense,2
2024-02-16,36.18,Shopping,Books,Online purchase,Macys,expense,2
2024-02-16,207.17,Healthcare,Pharmacy,Prescription,Kaiser Permanente,expense,2
2024-02-16,19.49,Other,Other,Second local.,Sanchez-Mcmillan,expense,2
2024-02-17,12.16,Entertainment,Gaming,Subscription,PlayStation Store,expense,2
2024-02-18,33.92,Bank Fee,Bank Fee,Rich present writer address.,"Evans, Price and Dudley",expense,2
2024-02-19,27.59,Transportation,Parking,Car payment,Lyft,expense,2
2024-02-19,19.15,Transportation,Public Transit,Car payment,Uber,expense,2
2024-02-20,32.41,ATM Fee,ATM Fee,Citizen show simply body.,"Dyer, Hart and Patterson",expense,2
2024-02-21,248.33,Utilities,Electric,Phone bill,Water Company,expense,2
2024-02-22,22.63,Shopping,Electronics,Personal items,Macys,expense,2
2024-02-23,37.23,Subscription,Subscription,Threat prepare fall hundred.,"Zimmerman, Lin and Gordon",expense,2
2024-02-23,15.69,Other,Other,Pick nature.,Cross Ltd,expense,2
2024-02-24,30.89,Entertainment,Sports,Movie tickets,Steam,expense,2
2024-02-25,23.15,Food & Dining,Restaurants,Dinner,Uber Eats,expense,2
2024-02-27,42.22,Food & Dining,Fast Food,Grocery shopping,McDonalds,expense,2
2024-03-01,4510.65,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-03-02,81.12,Transportation,Gas,Parking fee,Shell,expense,2
2024-03-03,12.09,ATM Fee,ATM Fee,Tv listen black political.,Cunningham-Valencia,expense,2
2024-03-05,30.72,Entertainment,Gaming,Concert,Spotify,expense,2
2024-03-05,31.74,ATM Fee,ATM Fee,Throughout character ahead stop work.,Owens-Harris,expense,2
2024-03-07,5.18,Other,Other,Dog nature whether rule.,"Thomas, Zavala and Austin",expense,2
2024-03-08,38.72,Other,Other,Country low own enter.,"Melton, Rhodes and Davis",expense,2
2024-03-09,15.52,Food & Dining,Coffee,Lunch,DoorDash,expense,2
2024-03-09,54.23,Transportation,Public Transit,Parking fee,Uber,expense,2
2024-03-09,7.88,Entertainment,Gaming,Movie tickets,PlayStation Store,expense,2
2024-03-10,45.71,Transportation,Parking,Car payment,Lyft,expense,2
2024-03-10,22.16,Shopping,Personal Care,Retail shopping,CVS,expense,2
2024-03-12,22.6,Food & Dining,Fast Food,Lunch,Uber Eats,expense,2
2024-03-14,190.06,Healthcare,Dental,Insurance,Kaiser Permanente,expense,2
2024-03-15,4467.26,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-03-15,34.96,Food & Dining,Delivery,Dinner,Starbucks,expense,2
2024-03-15,42.34,ATM Fee,ATM Fee,Hard man eye television.,Lawson-Johnson,expense,2
2024-03-16,33.51,Food & Dining,Coffee,Coffee,Whole Foods,expense,2
2024-03-16,51.82,Shopping,Home Goods,Retail shopping,CVS,expense,2
2024-03-18,1755.97,Housing,Rent,Mortgage payment,Wells Fargo,expense,2
2024-03-18,35.55,Transportation,Gas,Gas fill-up,Lyft,expense,2
2024-03-18,31.75,Other,Other,Project professional.,Terry LLC,expense,2
2024-03-22,54.07,Shopping,Electronics,Online purchase,Target,expense,2
2024-03-22,238.24,Healthcare,Dental,Prescription,Kaiser Permanente,expense,2
2024-03-22,40.43,Bank Fee,Bank Fee,Morning class help call.,Johnson Ltd,expense,2
2024-03-24,27.78,Entertainment,Sports,Movie tickets,Netflix,expense,2
2024-03-25,57.23,Transportation,Uber/Lyft,Car payment,Metro,expense,2
2024-03-26,22.41,Entertainment,Music,Concert,AMC Theaters,expense,2
2024-03-27,38.37,Food & Dining,Restaurants,Lunch,Uber Eats,expense,2
2024-03-28,46.5,Food & Dining,Delivery,Grocery shopping,Chipotle,expense,2
2024-03-29,250.69,Utilities,Water,Internet bill,PG&E,expense,2
2024-03-29,177.67,Healthcare,Doctor Visit,Doctor visit,CVS Pharmacy,expense,2
2024-03-29,28.51,Subscription,Subscription,Might situation shake.,Watts-Ruiz,expense,2
2024-04-01,4485.07,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-04-01,1823.39,Freelance,Freelance,Freelance project payment,Client A,income,2
2024-04-01,21.02,Entertainment,Gaming,Concert,Spotify,expense,2
2024-04-02,28.73,Food & Dining,Groceries,Coffee,Chipotle,expense,2
2024-04-02,19.1,Entertainment,Music,Concert,Netflix,expense,2
2024-04-04,36.91,Subscription,Subscription,Current window cold likely.,Fletcher Ltd,expense,2
2024-04-05,11.37,Food & Dining,Coffee,Grocery shopping,Starbucks,expense,2
2024-04-05,210.05,Healthcare,Insurance Premium,Prescription,Kaiser Permanente,expense,2
2024-04-05,11.18,ATM Fee,ATM Fee,Unit return.,Chambers-Cohen,expense,2
2024-04-06,23.1,Entertainment,Music,Movie tickets,Spotify,expense,2
2024-04-11,34.5,Food & Dining,Restaurants,Dinner,DoorDash,expense,2
2024-04-11,58.27,Food & Dining,Restaurants,Dinner,Uber Eats,expense,2
2024-04-11,292.54,Utilities,Electric,Internet bill,Comcast,expense,2
2024-04-11,46.8,Bank Fee,Bank Fee,Range fly.,Gould and Sons,expense,2
2024-04-12,23.37,Shopping,Books,Retail shopping,Target,expense,2
2024-04-14,52.77,Shopping,Electronics,Personal items,Walgreens,expense,2
2024-04-15,4636.1,Salary,Salary,Monthly salary payment,Finance Inc,income,2
2024-04-18,31.23,Shopping,Clothing,Retail shopping,Macys,expense,2
2024-04-21,1808.29,Housing,Rent,Property maintenance,Landlord,expense,2
2024-04-21,62.7,Transportation,Parking,Gas fill-up,Metro,expense,2
2024-04-22,19.54,Other,Other,Individual business increase others.,Walker-Roberts,expense,2
2024-04-23,1696.87,Housing,HOA Fees,Rent payment,Home Depot,expense,2
2024-04-23,77.7,Transportation,Gas,Parking fee,Uber,expense,2
2024-04-23,8.96,Subscription,Subscription,Image writer provide wish board.,"Kline, Wallace and Johnson",expense,2
2024-04-24,19.53,Food & Dining,Fast Food,Grocery shopping,Chipotle,expense,2
2024-04-24,21.37,ATM Fee,ATM Fee,Change night dark.,Salazar-Baker,expense,2
2024-04-25,18.33,Entertainment,Streaming,Subscription,Steam,expense,2
2024-04-26,211.26,Utilities,Phone,Electric bill,Water Company,expense,2
2024-04-26,22.56,Entertainment,Streaming,Movie tickets,Netflix,expense,2
2024-04-26,8.79,Shopping,Home Goods,Online purchase,CVS,expense,2
2024-04-26,221.86,Healthcare,Insurance Premium,Insurance,Dental Associates,expense,2
2024-04-27,27.98,Entertainment,Streaming,Movie tickets,Steam,expense,2
2024-04-27,38.26,Shopping,Books,Personal items,Best Buy,expense,2
2024-04-29,36.37,Bank Fee,Bank Fee,Would establish statement.,Smith Ltd,expense,2
2024-04-29,23.23,Subscription,Subscription,Edge stage step interesting.,Dean-Stone,expense,2
2024-04-30,23.99,Transportation,Gas,Car payment,Chevron,expense,2
2024-05-01,4524.95,Salary,Salary,Monthly salary payment,Healthcare LLC,income,2
2024-05-01,1897.48,Freelance,Freelance,Freelance project payment,Client A,income,2
2024-05-02,15.43,Food & Dining,Delivery,Dinner,Starbucks,expense,2
2024-05-02,309.76,Utilities,Phone,Phone bill,AT&T,expense,2
2024-05-03,28.69,Shopping,Clothing,Retail shopping,CVS,expense,2
2024-05-04,19.3,Food & Dining,Coffee,Coffee,Starbucks,expense,2
2024-05-04,6.56,Entertainment,Movies,Movie tickets,PlayStation Store,expense,2
2024-05-06,255.72,Utilities,Water,Phone bill,Verizon,expense,2
2024-05-07,13.43,Food & Dining,Groceries,Lunch,Chipotle,expense,2
2024-05-07,13.87,Transportation,Gas,Car payment,Chevron,expense,2
2024-05-10,48.49,Shopping,Home Goods,Personal items,Macys,expense,2
2024-05-11,33.81,Other,Other,Throughout last.,Small-Knight,expense,2
2024-05-14,26.07,Food & Dining,Fast Food,Dinner,DoorDash,expense,2
2024-05-15,4531.65,Salary,Salary,Monthly salary payment,Tech Corp,income,2
2024-05-17,19.48,Entertainment,Streaming,Movie tickets,PlayStation Store,expense,2
2024-05-18,29.78,Bank Fee,Bank Fee,Our make alone baby.,Vincent-Jackson,expense,2
